WKT;gid
"MULTILINESTRING ((-63.2611356824403 -32.4059144763905,-63.2617014909904 -32.4062774317806))";"254"
"MULTILINESTRING ((-63.2616973628139 -32.4033362723621,-63.2612860667746 -32.4038018007997))";"255"
"MULTILINESTRING ((-63.2605792718158 -32.4026422527338,-63.2616973628139 -32.4033362723621))";"256"
"MULTILINESTRING ((-63.2608745549674 -32.4042676890229,-63.2619764130833 -32.404964534973))";"257"
"MULTILINESTRING ((-63.2619764130833 -32.404964534973,-63.2615549529567 -32.4054461365735))";"258"
"MULTILINESTRING ((-63.2615549529567 -32.4054461365735,-63.2623240671319 -32.4059419466282))";"259"
"MULTILINESTRING ((-63.2625491927879 -32.4023753023508,-63.2616973628139 -32.4033362723621))";"260"
"MULTILINESTRING ((-63.2627316419979 -32.4021720269232,-63.2625491927879 -32.4023753023508))";"261"
"MULTILINESTRING ((-63.2616973628139 -32.4033362723621,-63.2627938274393 -32.4040443944365))";"262"
"MULTILINESTRING ((-63.2627938274393 -32.4040443944365,-63.2619764130833 -32.404964534973))";"263"
"MULTILINESTRING ((-63.2619764130833 -32.404964534973,-63.2629275050975 -32.4055697968554))";"264"
"MULTILINESTRING ((-63.2592889598248 -32.4084028975736,-63.2588736957013 -32.4088685162134))";"265"
"MULTILINESTRING ((-63.259341225864 -32.4040417173629,-63.2589472278349 -32.4045026937837))";"266"
"MULTILINESTRING ((-63.2596578098966 -32.4079895848474,-63.259674795363 -32.4079114863629,-63.2596578098966 -32.4079895848474,-63.2592889598248 -32.4084028975736))";"267"
"MULTILINESTRING ((-63.2583759903157 -32.4070769372104,-63.259674795363 -32.4079114863629))";"268"
"MULTILINESTRING ((-63.2597677073162 -32.4035671463929,-63.259341225864 -32.4040417173629))";"269"
"MULTILINESTRING ((-63.2589693618728 -32.403059296976,-63.2597677073162 -32.4035671463929))";"270"
"MULTILINESTRING ((-63.2589754324787 -32.3999360500096,-63.2598240085245 -32.4004748166189))";"271"
"MULTILINESTRING ((-63.2598240085245 -32.4004748166189,-63.2591650507269 -32.4011992921535))";"272"
"MULTILINESTRING ((-63.2600075226869 -32.4073909095056,-63.2596454109853 -32.407800985479,-63.259674795363 -32.4079114863629))";"273"
"MULTILINESTRING ((-63.2589472278349 -32.4045026937837,-63.2600368792452 -32.4052097716282))";"274"
"MULTILINESTRING ((-63.2600368792452 -32.4052097716282,-63.2591997955881 -32.4061419280439))";"275"
"MULTILINESTRING ((-63.2601882447791 -32.4030970950116,-63.2597677073162 -32.4035671463929))";"276"
"MULTILINESTRING ((-63.2591997955881 -32.4061419280439,-63.2603686819201 -32.4068963035187))";"277"
"MULTILINESTRING ((-63.2603686819201 -32.4068963035187,-63.2603785982295 -32.4069848578871,-63.2600075226869 -32.4073909095056))";"278"
"MULTILINESTRING ((-63.259341225864 -32.4040417173629,-63.2604596517114 -32.4047385425496))";"279"
"MULTILINESTRING ((-63.2598240085245 -32.4004748166189,-63.2627134059654 -32.4021343178456,-63.2627699061845 -32.4021667669994))";"280"
"MULTILINESTRING ((-63.2605792718158 -32.4026422527338,-63.2589693618728 -32.403059296976))";"281"
"MULTILINESTRING ((-63.259674795363 -32.4079114863629,-63.260809108244 -32.4086404392386))";"282"
"MULTILINESTRING ((-63.2583229060909 -32.4032558539572,-63.2574613679341 -32.4035490646122))";"283"
"MULTILINESTRING ((-63.2583229060909 -32.4032558539572,-63.2578527015135 -32.4037948047797))";"284"
"MULTILINESTRING ((-63.2574613679341 -32.4035490646122,-63.2578527015135 -32.4037948047797))";"285"
"MULTILINESTRING ((-63.2578527015135 -32.4037948047797,-63.2589472278349 -32.4045026937837))";"286"
"MULTILINESTRING ((-63.2578527015135 -32.4037948047797,-63.2570166587 -32.4047225261964))";"287"
"MULTILINESTRING ((-63.2589472278349 -32.4045026937837,-63.2581074894227 -32.4054374636105))";"288"
"MULTILINESTRING ((-63.2570166587 -32.4047225261964,-63.2581074894227 -32.4054374636105))";"289"
"MULTILINESTRING ((-63.2581074894227 -32.4054374636105,-63.2591997955881 -32.4061419280439))";"290"
"MULTILINESTRING ((-63.2581074894227 -32.4054374636105,-63.2572724093034 -32.4063716771929))";"291"
"MULTILINESTRING ((-63.2572724093034 -32.4063716771929,-63.2583759903157 -32.4070769372104))";"292"
"MULTILINESTRING ((-63.2591997955881 -32.4061419280439,-63.2583759903157 -32.4070769372104))";"293"
"MULTILINESTRING ((-63.2572724093034 -32.4063716771929,-63.2564373117536 -32.4073057950158))";"294"
"MULTILINESTRING ((-63.2583759903157 -32.4070769372104,-63.257965406984 -32.407543354934))";"295"
"MULTILINESTRING ((-63.2564373117536 -32.4073057950158,-63.2575458039248 -32.4080168234279))";"296"
"MULTILINESTRING ((-63.257965406984 -32.407543354934,-63.2575458039248 -32.4080168234279))";"297"
"MULTILINESTRING ((-63.257965406984 -32.407543354934,-63.2592889598248 -32.4084028975736))";"298"
"MULTILINESTRING ((-63.2575458039248 -32.4080168234279,-63.2571372059661 -32.4084741266185))";"299"
"MULTILINESTRING ((-63.2575458039248 -32.4080168234279,-63.2588736957013 -32.4088685162134))";"300"
"MULTILINESTRING ((-63.2571372059661 -32.4084741266185,-63.2567711524418 -32.4088902831334,-63.2566970830436 -32.409085511457,-63.2567711524418 -32.4088902831334))";"301"
"MULTILINESTRING ((-63.2588736957013 -32.4088685162134,-63.2584630832493 -32.4093266393509))";"302"
"MULTILINESTRING ((-63.2571372059661 -32.4084741266185,-63.2584630832493 -32.4093266393509))";"303"
"MULTILINESTRING ((-63.2566970830436 -32.409085511457,-63.2570554073273 -32.4092288744406,-63.2581524983738 -32.4096730992654))";"304"
"MULTILINESTRING ((-63.2584630832493 -32.4093266393509,-63.2581524983738 -32.4096730992654))";"305"
"MULTILINESTRING ((-63.2581524983738 -32.4096730992654,-63.2584485823617 -32.409721547876,-63.2597610408756 -32.4098126318824))";"306"
"MULTILINESTRING ((-63.2566337841261 -32.409232357144,-63.2578547334373 -32.4100053746085))";"307"
"MULTILINESTRING ((-63.2581524983738 -32.4096730992654,-63.2578547334373 -32.4100053746085))";"308"
"MULTILINESTRING ((-63.2562459628567 -32.4096724817164,-63.2574613958053 -32.4104485801158))";"309"
"MULTILINESTRING ((-63.2578547334373 -32.4100053746085,-63.2574613958053 -32.4104485801158))";"310"
"MULTILINESTRING ((-63.2578547334373 -32.4100053746085,-63.2589600709073 -32.4107129699257))";"311"
"MULTILINESTRING ((-63.2574613958053 -32.4104485801158,-63.2570660427544 -32.410894674105))";"312"
"MULTILINESTRING ((-63.2574613958053 -32.4104485801158,-63.2585656661942 -32.4111539266275))";"313"
"MULTILINESTRING ((-63.2589600709073 -32.4107129699257,-63.2585656661942 -32.4111539266275))";"314"
"MULTILINESTRING ((-63.2570660427544 -32.410894674105,-63.258171252003 -32.4115928982337))";"315"
"MULTILINESTRING ((-63.2585656661942 -32.4111539266275,-63.258171252003 -32.4115928982337))";"316"
"MULTILINESTRING ((-63.258171252003 -32.4115928982337,-63.2592774765002 -32.4123056287091))";"317"
"MULTILINESTRING ((-63.258171252003 -32.4115928982337,-63.2573388082299 -32.4125391896347))";"318"
"MULTILINESTRING ((-63.2573388082299 -32.4125391896347,-63.2584423696454 -32.4132482355623))";"319"
"MULTILINESTRING ((-63.2592774765002 -32.4123056287091,-63.2584423696454 -32.4132482355623))";"320"
"MULTILINESTRING ((-63.2573388082299 -32.4125391896347,-63.2565085318373 -32.413468608215))";"321"
"MULTILINESTRING ((-63.2584423696454 -32.4132482355623,-63.2595479355954 -32.413945905451))";"322"
"MULTILINESTRING ((-63.2584423696454 -32.4132482355623,-63.2576217800622 -32.4141804369311))";"323"
"MULTILINESTRING ((-63.2565085318373 -32.413468608215,-63.2576217800622 -32.4141804369311))";"324"
"MULTILINESTRING ((-63.2576217800622 -32.4141804369311,-63.2564389871209 -32.4148146191273))";"325"
"MULTILINESTRING ((-63.2576217800622 -32.4141804369311,-63.2587301602061 -32.4148938888325))";"326"
"MULTILINESTRING ((-63.2587301602061 -32.4148938888325,-63.2591904045019 -32.4152035073186))";"327"
"MULTILINESTRING ((-63.2578884382831 -32.3981193445264,-63.2587556724268 -32.3986864857284))";"328"
"MULTILINESTRING ((-63.2578884382831 -32.3981193445264,-63.2572516904741 -32.3988416908351))";"329"
"MULTILINESTRING ((-63.2571755467976 -32.3980776069682,-63.2565070863563 -32.3988634979473))";"330"
"MULTILINESTRING ((-63.2587556724268 -32.3986864857284,-63.2581271863903 -32.399397637637))";"331"
"MULTILINESTRING ((-63.2572516904741 -32.3988416908351,-63.2581271863903 -32.399397637637))";"332"
"MULTILINESTRING ((-63.2572516904741 -32.3988416908351,-63.2566130267208 -32.3995666528716))";"333"
"MULTILINESTRING ((-63.2581271863903 -32.399397637637,-63.2589754324787 -32.3999360500096))";"334"
"MULTILINESTRING ((-63.2581271863903 -32.399397637637,-63.2574822682024 -32.4001273961263))";"335"
"MULTILINESTRING ((-63.2566130267208 -32.3995666528716,-63.2574822682024 -32.4001273961263))";"336"
"MULTILINESTRING ((-63.2574822682024 -32.4001273961263,-63.2583221300992 -32.4006692566287))";"337"
"MULTILINESTRING ((-63.2589754324787 -32.3999360500096,-63.2583221300992 -32.4006692566287))";"338"
"MULTILINESTRING ((-63.2574822682024 -32.4001273961263,-63.2568393706313 -32.4008552296069))";"339"
"MULTILINESTRING ((-63.2583221300992 -32.4006692566287,-63.2591650507269 -32.4011992921535))";"340"
"MULTILINESTRING ((-63.2583221300992 -32.4006692566287,-63.2576874651556 -32.4013815009461))";"341"
"MULTILINESTRING ((-63.2568393706313 -32.4008552296069,-63.2576874651556 -32.4013815009461))";"342"
"MULTILINESTRING ((-63.2576874651556 -32.4013815009461,-63.2570517666864 -32.402107631179))";"343"
"MULTILINESTRING ((-63.2589693618728 -32.403059296976,-63.2583229060909 -32.4032558539572))";"344"
"MULTILINESTRING ((-63.2562147774921 -32.4015688224853,-63.2557469850158 -32.402097570852))";"345"
"MULTILINESTRING ((-63.2562147774921 -32.4015688224853,-63.2570517666864 -32.402107631179))";"346"
"MULTILINESTRING ((-63.253171367379 -32.4022431745658,-63.2534103118705 -32.4023940091411))";"347"
"MULTILINESTRING ((-63.2570517666864 -32.402107631179,-63.2566196326635 -32.4025930349395))";"348"
"MULTILINESTRING ((-63.2574613679341 -32.4035490646122,-63.2560335686913 -32.4040991591803))";"349"
"MULTILINESTRING ((-63.2560335686913 -32.4040991591803,-63.2556726032316 -32.4042554449765))";"350"
"MULTILINESTRING ((-63.2556726032316 -32.4042554449765,-63.2547012423097 -32.404699903724))";"351"
"MULTILINESTRING ((-63.2560335686913 -32.4040991591803,-63.2570166587 -32.4047225261964))";"352"
"MULTILINESTRING ((-63.2556726032316 -32.4042554449765,-63.2550657177795 -32.4049589626049))";"353"
"MULTILINESTRING ((-63.2547012423097 -32.404699903724,-63.2550657177795 -32.4049589626049))";"354"
"MULTILINESTRING ((-63.2547012423097 -32.404699903724,-63.2534248831261 -32.4053646365241))";"355"
"MULTILINESTRING ((-63.2570166587 -32.4047225261964,-63.256169271887 -32.4056668573566))";"356"
"MULTILINESTRING ((-63.2550657177795 -32.4049589626049,-63.256169271887 -32.4056668573566))";"357"
"MULTILINESTRING ((-63.2534248831261 -32.4053646365241,-63.2542399551223 -32.4058897107134))";"358"
"MULTILINESTRING ((-63.2550657177795 -32.4049589626049,-63.2542399551223 -32.4058897107134))";"359"
"MULTILINESTRING ((-63.256169271887 -32.4056668573566,-63.2572724093034 -32.4063716771929))";"360"
"MULTILINESTRING ((-63.2542399551223 -32.4058897107134,-63.2553451206172 -32.4066018475659))";"361"
"MULTILINESTRING ((-63.256169271887 -32.4056668573566,-63.2553451206172 -32.4066018475659))";"362"
"MULTILINESTRING ((-63.2542399551223 -32.4058897107134,-63.2533286415308 -32.4069097188349))";"363"
"MULTILINESTRING ((-63.2553451206172 -32.4066018475659,-63.2564373117536 -32.4073057950158))";"364"
"MULTILINESTRING ((-63.2553451206172 -32.4066018475659,-63.2544441350931 -32.4076259907734))";"365"
"MULTILINESTRING ((-63.2533286415308 -32.4069097188349,-63.2544441350931 -32.4076259907734))";"366"
"MULTILINESTRING ((-63.2544441350931 -32.4076259907734,-63.2555405847064 -32.4083302979689))";"367"
"MULTILINESTRING ((-63.2564373117536 -32.4073057950158,-63.2555405847064 -32.4083302979689))";"368"
"MULTILINESTRING ((-63.2527161399434 -32.4095778918764,-63.2518859724576 -32.4105156666054))";"369"
"MULTILINESTRING ((-63.2518859724576 -32.4105156666054,-63.2529828490827 -32.4112151253544))";"370"
"MULTILINESTRING ((-63.2529828490827 -32.4112151253544,-63.2521380277756 -32.4121631207919))";"371"
"MULTILINESTRING ((-63.2533981482041 -32.4107473618922,-63.2529828490827 -32.4112151253544))";"372"
"MULTILINESTRING ((-63.2535437476457 -32.4086431827108,-63.2527161399434 -32.4095778918764))";"373"
"MULTILINESTRING ((-63.2524271963667 -32.4079307826033,-63.2535437476457 -32.4086431827108))";"374"
"MULTILINESTRING ((-63.2527161399434 -32.4095778918764,-63.2538137611985 -32.4102793258807))";"375"
"MULTILINESTRING ((-63.2538137611985 -32.4102793258807,-63.2533981482041 -32.4107473618922))";"376"
"MULTILINESTRING ((-63.2529828490827 -32.4112151253544,-63.2541895439646 -32.4119862228566))";"377"
"MULTILINESTRING ((-63.2544441350931 -32.4076259907734,-63.2535437476457 -32.4086431827108))";"378"
"MULTILINESTRING ((-63.2533981482041 -32.4107473618922,-63.2546031394734 -32.4115184589248))";"379"
"MULTILINESTRING ((-63.2546031394734 -32.4115184589248,-63.2541895439646 -32.4119862228566))";"380"
"MULTILINESTRING ((-63.2535437476457 -32.4086431827108,-63.2546462451443 -32.4093415338019))";"381"
"MULTILINESTRING ((-63.2546462451443 -32.4093415338019,-63.2538137611985 -32.4102793258807))";"382"
"MULTILINESTRING ((-63.2538137611985 -32.4102793258807,-63.2550181078486 -32.4110489774999))";"383"
"MULTILINESTRING ((-63.2550181078486 -32.4110489774999,-63.2546031394734 -32.4115184589248))";"384"
"MULTILINESTRING ((-63.2555405847064 -32.4083302979689,-63.2546462451443 -32.4093415338019))";"385"
"MULTILINESTRING ((-63.2546462451443 -32.4093415338019,-63.255851976874 -32.4101142407523))";"386"
"MULTILINESTRING ((-63.255851976874 -32.4101142407523,-63.2550181078486 -32.4110489774999))";"387"
"MULTILINESTRING ((-63.2550181078486 -32.4110489774999,-63.2550300353901 -32.4110566182829,-63.2562414426924 -32.4118347202634))";"388"
"MULTILINESTRING ((-63.2562459628567 -32.4096724817164,-63.255851976874 -32.4101142407523))";"389"
"MULTILINESTRING ((-63.2566337841261 -32.409232357144,-63.2562459628567 -32.4096724817164))";"390"
"MULTILINESTRING ((-63.2566970830436 -32.409085511457,-63.2566337841261 -32.409232357144))";"391"
"MULTILINESTRING ((-63.2555405847064 -32.4083302979689,-63.2566970830436 -32.409085511457))";"392"
"MULTILINESTRING ((-63.255851976874 -32.4101142407523,-63.2570660427544 -32.410894674105))";"393"
"MULTILINESTRING ((-63.2570660427544 -32.410894674105,-63.2562414426924 -32.4118347202634))";"394"
"MULTILINESTRING ((-63.2562414426924 -32.4118347202634,-63.2573388082299 -32.4125391896347))";"395"
"MULTILINESTRING ((-63.2498359123853 -32.3924161638511,-63.2499220524185 -32.3924348398405,-63.2508243326 -32.3929913262011))";"396"
"MULTILINESTRING ((-63.2508243326 -32.3929913262011,-63.2517551566953 -32.3935654234732))";"397"
"MULTILINESTRING ((-63.2508243326 -32.3929913262011,-63.250136349173 -32.3937957991434))";"398"
"MULTILINESTRING ((-63.2517551566953 -32.3935654234732,-63.252518418275 -32.3940378607507))";"399"
"MULTILINESTRING ((-63.250136349173 -32.3937957991434,-63.2510679119934 -32.3943665634352))";"400"
"MULTILINESTRING ((-63.2508751606985 -32.3942567332972,-63.2501888563297 -32.3950566942605))";"401"
"MULTILINESTRING ((-63.2542062683657 -32.3950830321798,-63.2550733359259 -32.3956094400375))";"402"
"MULTILINESTRING ((-63.2562481815191 -32.3975148153144,-63.2571755467976 -32.3980776069682))";"403"
"MULTILINESTRING ((-63.2565070863563 -32.3988634979473,-63.255844017856 -32.399643242425))";"404"
"MULTILINESTRING ((-63.2566130267208 -32.3995666528716,-63.2559707493225 -32.4002953161625))";"405"
"MULTILINESTRING ((-63.255844017856 -32.399643242425,-63.2551516354043 -32.4004350360687))";"406"
"MULTILINESTRING ((-63.2559707493225 -32.4002953161625,-63.2568393706313 -32.4008552296069))";"407"
"MULTILINESTRING ((-63.2559707493225 -32.4002953161625,-63.2553419129467 -32.4010069958669))";"408"
"MULTILINESTRING ((-63.2551516354043 -32.4004350360687,-63.2546119959804 -32.4010420179013))";"409"
"MULTILINESTRING ((-63.2568393706313 -32.4008552296069,-63.2562147774921 -32.4015688224853))";"410"
"MULTILINESTRING ((-63.2553419129467 -32.4010069958669,-63.2562147774921 -32.4015688224853))";"411"
"MULTILINESTRING ((-63.2546119959804 -32.4010420179013,-63.2534103118705 -32.4023940091411))";"412"
"MULTILINESTRING ((-63.2550733359259 -32.3956094400375,-63.2559357288052 -32.396132965724))";"413"
"MULTILINESTRING ((-63.2550733359259 -32.3956094400375,-63.2543856073306 -32.3963846281482))";"414"
"MULTILINESTRING ((-63.2559357288052 -32.396132965724,-63.2569395235239 -32.3967421347569))";"415"
"MULTILINESTRING ((-63.2543856073306 -32.3963846281482,-63.2552490673042 -32.3969084268318))";"416"
"MULTILINESTRING ((-63.2559357288052 -32.396132965724,-63.2552490673042 -32.3969084268318))";"417"
"MULTILINESTRING ((-63.2552490673042 -32.3969084268318,-63.2562481815191 -32.3975148153144))";"418"
"MULTILINESTRING ((-63.2513629185316 -32.4206554330285,-63.2520228898685 -32.4210701635911))";"419"
"MULTILINESTRING ((-63.2522554919779 -32.4197652204126,-63.2514927261038 -32.4206276277897,-63.2513629185316 -32.4206554330285))";"420"
"MULTILINESTRING ((-63.2516155197195 -32.4193581856847,-63.2522554919779 -32.4197652204126))";"421"
"MULTILINESTRING ((-63.2520228898685 -32.4210701635911,-63.2522602860639 -32.4212204617988))";"422"
"MULTILINESTRING ((-63.2522602860639 -32.4212204617988,-63.2514315807919 -32.4221502937731))";"423"
"MULTILINESTRING ((-63.2520228898685 -32.4210701635911,-63.2522602860639 -32.4212204617988))";"424"
"MULTILINESTRING ((-63.2525166449654 -32.4183311782659,-63.2516155197195 -32.4193581856847))";"425"
"MULTILINESTRING ((-63.2527251769571 -32.4215151258937,-63.252548407881 -32.4217317120881,-63.2525467992169 -32.4217336406647,-63.2525234871313 -32.421754796524,-63.2524991442894 -32.4217685028916,-63.2516201231824 -32.4221552967989,-63.2514315802754 -32.4221502925988))";"426"
"MULTILINESTRING ((-63.2522602860639 -32.4212204617988,-63.2527251768554 -32.4215151251397))";"427"
"MULTILINESTRING ((-63.2522554919779 -32.4197652204126,-63.2528479690974 -32.4201419580504))";"428"
"MULTILINESTRING ((-63.2528479690974 -32.4201419580504,-63.2520228898685 -32.4210701635911))";"429"
"MULTILINESTRING ((-63.2531603467279 -32.4187424392451,-63.2522554919779 -32.4197652204126))";"430"
"MULTILINESTRING ((-63.2525166449654 -32.4183311782659,-63.2531603467279 -32.4187424392451))";"431"
"MULTILINESTRING ((-63.2535545180765 -32.4205914152689,-63.2527251768554 -32.4215151251397))";"432"
"MULTILINESTRING ((-63.2528479690974 -32.4201419580504,-63.2535545180765 -32.4205914152689))";"433"
"MULTILINESTRING ((-63.2531603467279 -32.4187424392451,-63.2537544233828 -32.4191219649149))";"434"
