WKT;Id;NOMBRE
"MULTIPOLYGON (((-63.2406646310299 -32.4064857918583,-63.2406688514356 -32.4064776847482,-63.2406714346798 -32.4064690974785,-63.2406723097404 -32.4064602661429,-63.2406714525595 -32.4064514335454,-63.2406688867045 -32.4064428425247,-63.2406646827201 -32.4064347292776,-63.2406589561886 -32.4064273168651,-63.2406518645524 -32.4064208090798,-63.2406436027852 -32.4064153848431,-63.2406343980314 -32.4064111932859,-63.2406245033612 -32.4064083496483,-63.240614190813 -32.4064069321117,-63.2406037439138 -32.4064069796489,-63.2405934498846 -32.4064084909531,-63.2405835917434 -32.4064114244733,-63.2405744405241 -32.406415699557,-63.2405662478253 -32.4064211986676,-63.2405592388923 -32.4064277706157,-63.2399069342083 -32.4071859219917,-63.2399022643507 -32.4071929170951,-63.2398990679515 -32.4072004849574,-63.2398974385139 -32.4072084041991,-63.2398974237035 -32.407216443162,-63.2398990239541 -32.4072243666856,-63.2399021924546 -32.4072319429863,-63.2399068365184 -32.4072389504375,-63.2399128202949 -32.4072451840532,-63.2399199687433 -32.4072504614835,-63.2399280727528 -32.40725462835,-63.23993689526 -32.4072575627608,-63.2399461781835 -32.4072591788767,-63.2399556499732 -32.407259429422,-63.2399650335545 -32.4072583070677,-63.2399740544329 -32.4072558446456,-63.2399824487239 -32.4072521141879,-63.2399899708727 -32.4072472248204,-63.2399964008367 -32.4072413195699,-63.2406646310299 -32.4064857918583)))";"120";
"MULTIPOLYGON (((-63.2398389046413 -32.4074150649019,-63.2398421288246 -32.4074061310294,-63.2398434996997 -32.4073968605089,-63.2398429766709 -32.4073875278726,-63.2398405752273 -32.4073784094921,-63.2398363664847 -32.4073697753938,-63.2398304750786 -32.4073618812631,-63.2398230754743 -32.4073549608721,-63.2398143867996 -32.4073492191573,-63.2398046663559 -32.4073448261504,-63.2397942019988 -32.4073419119432,-63.2397833036136 -32.4073405628354,-63.2397722939383 -32.4073408187786,-63.2397614990069 -32.4073426721935,-63.239751238494 -32.4073460681942,-63.2397418162484 -32.4073509062134,-63.2397335112949 -32.4073570429812,-63.2389716938403 -32.4082357294743,-63.2389668594787 -32.4082421091525,-63.2389633469969 -32.4082490834108,-63.2389612547721 -32.4082564569156,-63.2389606414033 -32.408264023151,-63.23896152407 -32.4082715702032,-63.238963878051 -32.4082788866955,-63.2389676374168 -32.4082857677089,-63.2389726968758 -32.408292020521,-63.2389789147237 -32.4082974700039,-63.2389861168122 -32.4083019635292,-63.2389941014262 -32.408305375243,-63.2390026449337 -32.4083076095904,-63.2390115080495 -32.408308603992,-63.2390204425364 -32.4083083305969,-63.2390291981585 -32.4083067970622,-63.2390375296895 -32.408304046339,-63.2390452037809 -32.4083001554692,-63.2390520054981 -32.4082952334277,-63.2390577443395 -32.4082894180704,-63.2398389046413 -32.4074150649019)))";"121";
"MULTIPOLYGON (((-63.2388968197807 -32.4084726458737,-63.2388996280859 -32.4084646584629,-63.2389008404882 -32.408456387049,-63.2389004235961 -32.4084480594443,-63.238898388892 -32.4084399050082,-63.2388947924164 -32.408432148331,-63.238889733224 -32.4084250030476,-63.2388833506559 -32.408418665954,-63.2388758205013 -32.4084133115868,-63.2388673501564 -32.4084090874162,-63.2388581729119 -32.4084061097846,-63.2388485415282 -32.4084044607021,-63.2388387212731 -32.4084041855878,-63.2388289826167 -32.4084052920189,-63.2388195937815 -32.408407749522,-63.2388108133553 -32.4084114904125,-63.2388028831691 -32.4084164116585,-63.2387960216368 -32.4084223777189,-63.2381436566898 -32.4091688764273,-63.2381390888083 -32.4091756179647,-63.2381359409413 -32.4091829208889,-63.238134305042 -32.409190571873,-63.2381342288972 -32.4091983474229,-63.2381357147316 -32.4092060204059,-63.2381387191427 -32.4092133666851,-63.2381431543684 -32.409220171667,-63.2381488908508 -32.4092262365701,-63.2381557610207 -32.4092313842313,-63.2381635641924 -32.4092354642812,-63.238172072426 -32.4092383575368,-63.2381810371858 -32.4092399794825,-63.2381901966003 -32.4092402827394,-63.238199283112 -32.4092392584489,-63.238208031293 -32.4092369365319,-63.2382161855984 -32.4092333848143,-63.2382235078312 -32.409228707046,-63.2382297841004 -32.4092230398704,-63.2388968197807 -32.4084726458737)))";"122";
"MULTIPOLYGON (((-63.2380670750605 -32.4094101639779,-63.2380719451264 -32.4094023806028,-63.2380751983258 -32.4093940120673,-63.2380767414958 -32.4093852980248,-63.2380765304447 -32.4093764880229,-63.2380745712168 -32.4093678343573,-63.2380709199198 -32.4093595848466,-63.2380656811179 -32.4093519757352,-63.2380590048369 -32.4093452249282,-63.2380510822685 -32.4093395257511,-63.2380421402943 -32.4093350414135,-63.2380324349892 -32.4093319003348,-63.2380222442877 -32.4093301924674,-63.2380118600245 -32.4093299667201,-63.2380015795778 -32.4093312295576,-63.2379916973523 -32.4093339448158,-63.237982496349 -32.4093380347367,-63.2379742400607 -32.4093433821956,-63.2373001948301 -32.410116120363,-63.237294735618 -32.4101235284029,-63.2372907928241 -32.4101315992497,-63.2372884746224 -32.4101401114737,-63.237287844615 -32.4101488315356,-63.2372889200871 -32.4101575201939,-63.2372916715327 -32.4101659390685,-63.2372960234643 -32.4101738571811,-63.2373018564835 -32.410181057292,-63.2373090105572 -32.4101873418605,-63.237317289408 -32.4101925384644,-63.2373264658991 -32.4101965045307,-63.2373362882661 -32.4101991312473,-63.2373464870245 -32.4102003465479,-63.2373567823631 -32.4102001170899,-63.2373668918209 -32.4101984491687,-63.2373765380367 -32.4101953885449,-63.2373854563588 -32.4101910191893,-63.2373934021061 -32.4101854609786,-63.2374001572807 -32.410178866407,-63.2380670750605 -32.4094101639779)))";"123";
"MULTIPOLYGON (((-63.2372355926191 -32.4103462240181,-63.237238536094 -32.4103382754161,-63.2372398974705 -32.4103300242837,-63.2372396396293 -32.4103216955988,-63.2372377696012 -32.4103135164531,-63.2372343383753 -32.4103057098615,-63.2372294395087 -32.4102984886802,-63.2372232065752 -32.4102920498037,-63.2372158095238 -32.4102865687958,-63.2372074500443 -32.4102821951031,-63.2371983560681 -32.4102790479794,-63.2371887755537 -32.4102772132349,-63.2371789697254 -32.4102767408963,-63.237169205951 -32.4102776438424,-63.2371597504517 -32.4102798974532,-63.237150861043 -32.4102834402813,-63.2371427801057 -32.4102881757273,-63.2364771970845 -32.4110539321623,-63.23647210524 -32.4110598633142,-63.2364682997859 -32.4110664522766,-63.2364658954815 -32.4110735003496,-63.2364649648326 -32.4110807949882,-63.2364655359046 -32.4110881162115,-63.2364675914764 -32.4110952432374,-63.2364710695595 -32.4111019611394,-63.2364758652672 -32.4111080673293,-63.2364818339781 -32.4111133776655,-63.2364887956966 -32.4111177320068,-63.2364965404819 -32.4111209990414,-63.2365048347779 -32.4111230802469,-63.2365134284577 -32.4111239128614,-63.2365220623655 -32.411123471776,-63.2365304761327 -32.4111217702924,-63.2365384160292 -32.4111188597215,-63.2365456426154 -32.4111148278359,-63.2365519379626 -32.4111097962233,-63.2365571122253 -32.4111039166197,-63.2372355926191 -32.4103462240181)))";"124";
"MULTIPOLYGON (((-63.236370639412 -32.411218582192,-63.2363638460004 -32.4112190992055,-63.2363572616319 -32.4112206090468,-63.236351086369 -32.4112230658402,-63.2363455078439 -32.4112263949372,-63.2363406955571 -32.4112304951852,-63.2363367957274 -32.4112352420001,-63.2363339268495 -32.4112404911525,-63.2363321760927 -32.4112460831497,-63.2363315966532 -32.4112518480816,-63.2363322061371 -32.4112576107838,-63.2363339860258 -32.4112631961595,-63.2363368822386 -32.4112684344998,-63.2363408067754 -32.4112731666403,-63.2363456403915 -32.4112772487971,-63.2363512362198 -32.4112805569361,-63.2363574242337 -32.4112829905408,-63.2363640164136 -32.4112844756675,-63.2363708124591 -32.4112849671913,-63.2363776058756 -32.4112844501773,-63.2363841902483 -32.411282940335,-63.2363903655144 -32.41128048354,-63.2363959440411 -32.411277154441,-63.2364007563279 -32.411273054191,-63.2364046561558 -32.4112683073741,-63.2364075250305 -32.4112630582201,-63.236409275783 -32.4112574662219,-63.2364098552176 -32.4112517012897,-63.2364092457288 -32.4112459385878,-63.2364074658357 -32.4112403532132,-63.2364045696199 -32.4112351148746,-63.2364006450813 -32.4112303827361,-63.2363958114653 -32.4112263005813,-63.2363902156388 -32.4112229924443,-63.2363840276281 -32.4112205588411,-63.2363774354526 -32.4112190737154,-63.236370639412 -32.411218582192)))";"125";
"MULTIPOLYGON (((-63.2362922180459 -32.4114149489786,-63.2362952151322 -32.411406767775,-63.2362965332206 -32.4113982739233,-63.2362961341267 -32.4113897134875,-63.2362940294129 -32.4113813344605,-63.2362902800523 -32.4113733795798,-63.236284994663 -32.4113660792957,-63.2362783263611 -32.4113596450945,-63.2362704683253 -32.4113542633729,-63.2362616482 -32.4113500900372,-63.2362521215011 -32.4113472459874,-63.2362421642134 -32.4113458136146,-63.2362320647958 -32.411345834414,-63.2362221158246 -32.4113473077832,-63.2362126055176 -32.4113501910391,-63.2362038093849 -32.411354400655,-63.2361959822472 -32.4113598146798,-63.2356244933946 -32.4119897014618,-63.2356224896127 -32.4119991147963,-63.235622372161 -32.4120086798413,-63.2356241443562 -32.4120181265392,-63.235627756163 -32.4120271881732,-63.2356331056068 -32.4120356088985,-63.2356400416524 -32.4120431509656,-63.235648368469 -32.4120496014329,-63.2356578509585 -32.4120547781785,-63.2356682213937 -32.412058535043,-63.2356791869769 -32.4120607659554,-63.2356904381072 -32.4120614079284,-63.2357016571216 -32.4120604428367,-63.2357125272636 -32.4120578979286,-63.2357227416269 -32.4120538450566,-63.2362922180459 -32.4114149489786)))";"126";
"MULTIPOLYGON (((-63.2355849340461 -32.4122183054615,-63.2355888778064 -32.4122096613049,-63.2355910723654 -32.4122005812463,-63.2355914566314 -32.4121913180568,-63.2355900199078 -32.4121821296057,-63.2355868021906 -32.4121732716817,-63.2355818930554 -32.4121649908722,-63.2355754291633 -32.4121575176985,-63.2355675904566 -32.4121510601992,-63.2355585951498 -32.4121457981382,-63.2355486936546 -32.4121418780011,-63.2355381616091 -32.4121394089166,-63.2355272922046 -32.4121384596191,-63.2355163880237 -32.4121390565353,-63.2355057526171 -32.412141183048,-63.2354956820534 -32.4121447799595,-63.2354864566773 -32.412149747139,-63.2354783333051 -32.4121559463098,-63.2354715380758 -32.4121632048993,-63.2348042845524 -32.4129242700033,-63.234797842923 -32.4129317855054,-63.2347930258399 -32.4129401307751,-63.2347899776661 -32.4129490557146,-63.234788789752 -32.412958292854,-63.2347894976988 -32.412967565367,-63.2347920802906 -32.4129765953671,-63.2347964601307 -32.4129851122357,-63.2348025059607 -32.4129928607319,-63.2348100365944 -32.4129996086421,-63.2348188263475 -32.413005153739,-63.2348286118011 -32.4130093298423,-63.2348390996963 -32.4130120117989,-63.2348499757225 -32.4130131192334,-63.2348609139373 -32.4130126189574,-63.2348715865347 -32.4130105259635,-63.2348816736687 -32.4130069029764,-63.2348908730392 -32.4130018585731,-63.2348989089517 -32.4129955439286,-63.2349055405792 -32.4129881482857,-63.2355849340461 -32.4122183054615)))";"127";
"MULTIPOLYGON (((-63.2347376321639 -32.4131616544704,-63.2347417761844 -32.413153969787,-63.234744353829 -32.4131458070549,-63.2347452931243 -32.4131373941962,-63.2347445678437 -32.4131289661165,-63.234742198239 -32.4131207581469,-63.2347382504753 -32.413112999472,-63.2347328347833 -32.4131059067314,-63.2347261023815 -32.4130996779699,-63.2347182412537 -32.4130944871085,-63.2347094708999 -32.4130904790873,-63.2347000362079 -32.4130877658192,-63.234690200615 -32.4130864230645,-63.2346802387525 -32.413086488316,-63.2346704287776 -32.4130879597516,-63.2346610446062 -32.4130907962857,-63.234652348265 -32.4130949187159,-63.2346445825752 -32.413100211935,-63.234637964372 -32.4131065281447,-63.2339809546335 -32.4138530135872,-63.2339764780402 -32.4138614881466,-63.2339737439237 -32.4138704802948,-63.2339728300418 -32.4138797342983,-63.2339737623856 -32.4138889869767,-63.2339765144399 -32.4138979751869,-63.233981007938 -32.4139064433072,-63.2339871150867 -32.4139141505073,-63.2339946622009 -32.4139208775966,-63.2340034346436 -32.4139264332591,-63.2340131829292 -32.4139306594934,-63.2340236298197 -32.4139334361066,-63.2340344782087 -32.4139346841327,-63.2340454195714 -32.4139343680783,-63.2340561427386 -32.4139324969319,-63.2340663427467 -32.4139291239082,-63.2340757295107 -32.4139243449351,-63.2340840360741 -32.4139182959251,-63.2347376321639 -32.4131616544704)))";"128";
"MULTIPOLYGON (((-63.2334335603098 -32.4145221477389,-63.2333274614781 -32.4146358813358,-63.233252016299 -32.414659309643,-63.2331494006214 -32.41479341426,-63.2331453926109 -32.4148010383824,-63.2331429288401 -32.4148091203433,-63.2331420773841 -32.4148174368361,-63.2331428617694 -32.4148257580738,-63.2331452603234 -32.4148338541381,-63.233149206774 -32.4148415013325,-63.2331545920799 -32.4148484883627,-63.2331612674437 -32.4148546221749,-63.2331690484234 -32.4148597332901,-63.2331777200281 -32.4148636804864,-63.2331870426588 -32.4148663547015,-63.2331967587282 -32.4148676820462,-63.2332065997781 -32.4148676258453,-63.2332162938971 -32.4148661876518,-63.2332255732337 -32.4148634072033,-63.2332341813967 -32.4148593613247,-63.23324188054 -32.4148541618048,-63.2332484579341 -32.4148479523079,-63.2333633117499 -32.4147307907025,-63.2333631600181 -32.4146718404201,-63.2334709525736 -32.414549370626,-63.233474035404 -32.4145467804221,-63.2334765435286 -32.414543776909,-63.233478401324 -32.4145404506468,-63.2334795527748 -32.4145369019272,-63.2334799631635 -32.4145332377493,-63.2334796201161 -32.4145295685931,-63.2334785339763 -32.4145260050891,-63.2334767374926 -32.414522654682,-63.2334742848319 -32.4145196183913,-63.2334712499452 -32.4145169877655,-63.2334677243389 -32.4145148421216,-63.2334638143149 -32.414513246154,-63.2334596377661 -32.4145122479833,-63.2334553206212 -32.4145118777057,-63.2334509930484 -32.4145121464857,-63.23344678553 -32.4145130462191,-63.2334428249287 -32.4145145497778,-63.2334392306623 -32.4145166118272,-63.2334361111029 -32.4145191701937,-63.2334335603098 -32.4145221477389)))";"129";
"MULTIPOLYGON (((-63.2338269620101 -32.4140265147192,-63.2337071652588 -32.4141519192003,-63.2337038998737 -32.4142159707798,-63.2335431069484 -32.4144142307819,-63.2335422024125 -32.414418131319,-63.2335420704178 -32.4144221050272,-63.2335427145961 -32.4144260425792,-63.2335441172243 -32.4144298356421,-63.2335462397123 -32.4144333798585,-63.2335490236649 -32.4144365777173,-63.2335523924879 -32.4144393412367,-63.2335562534959 -32.4144415943848,-63.233560500462 -32.4144432751712,-63.2335650165407 -32.414444337353,-63.2335696774822 -32.4144447517066,-63.2335743550513 -32.4144445068321,-63.2335789205552 -32.4144436094665,-63.2335832483845 -32.4144420842989,-63.2335872194688 -32.4144399732909,-63.2337445383927 -32.414245996204,-63.2338021368585 -32.4142146971232,-63.2339099339148 -32.4140944114354,-63.2339133888665 -32.4140864059123,-63.2339152477334 -32.4140780279083,-63.2339154600846 -32.4140695047189,-63.2339140201597 -32.4140610675784,-63.2339109670241 -32.4140529453862,-63.2339063835099 -32.4140453584974,-63.2339003939681 -32.4140385127442,-63.2338931608952 -32.4140325938518,-63.2338848805244 -32.4140277623995,-63.233875777502 -32.4140241494644,-63.233866098793 -32.4140218530655,-63.2338561069802 -32.4140209355039,-63.2338460731412 -32.4140214216731,-63.2338362694936 -32.4140232983832,-63.2338269620101 -32.4140265147192)))";"130";
"MULTIPOLYGON (((-63.2482823194654 -32.4127634563147,-63.2482756357505 -32.4127583032413,-63.2482680428368 -32.4127541542438,-63.2482597480789 -32.412751122627,-63.2482509779978 -32.4127492911812,-63.2482419720951 -32.4127487099211,-63.2482329763126 -32.4127493947204,-63.2482242363153 -32.412751326878,-63.2482159907835 -32.4127544536286,-63.2482084648938 -32.412758689584,-63.2474593410561 -32.4136045207187,-63.247453714565 -32.4136105193892,-63.2474493544811 -32.4136172338577,-63.2474463844449 -32.4136244737201,-63.2474448886788 -32.4136320336735,-63.2474449095992 -32.4136396993379,-63.2474464466131 -32.4136472533358,-63.2474494561354 -32.413654481456,-63.2474538528244 -32.4136611787285,-63.247459512002 -32.4136671552364,-63.2483616468907 -32.4142389300325,-63.2483687158757 -32.4142421085003,-63.248376294167 -32.4142442845114,-63.248384185707 -32.4142454017704,-63.2483921863339 -32.4142454313725,-63.2484000890638 -32.414244372552,-63.2484076894455 -32.4142422527017,-63.2484147908498 -32.414239126664,-63.2484212095566 -32.4142350753126,-63.248426779508 -32.4142302034598,-63.2491773554209 -32.4133874349698,-63.2491816849555 -32.4133801548848,-63.2491845543735 -32.4133723726645,-63.2491858865896 -32.4133642973753,-63.2491856458145 -32.4133561459568,-63.2491838385171 -32.4133481373937,-63.2491805132502 -32.413340486833,-63.249175759346 -32.4133333998038,-63.2482823194654 -32.4127634563147)))";"131";
"MULTIPOLYGON (((-63.248625239672 -32.4101722037124,-63.2486273475957 -32.4101682315232,-63.2486286544735 -32.4101640188435,-63.2486291245214 -32.4101596810222,-63.2486287448689 -32.4101553368347,-63.2486275259116 -32.4101511052308,-63.2486255010263 -32.4101471020773,-63.2486227256572 -32.4101434369861,-63.2486192757975 -32.4101402103121,-63.2486152459093 -32.410137510406,-63.2486107463361 -32.4101354111948,-63.2486059002823 -32.4101339701577,-63.2486008404392 -32.4101332267522,-63.2485957053521 -32.4101332013337,-63.2485906356264 -32.4101338945982,-63.248585770078 -32.4101352875633,-63.248581241932 -32.4101373420876,-63.248577175175 -32.4101400019157,-63.2485736811603 -32.4101431942177,-63.2479942110286 -32.4108004448609,-63.2479902679786 -32.4108035945566,-63.2479870290509 -32.41080727688,-63.2479845925184 -32.4108113801052,-63.2479830323085 -32.4108157797356,-63.2479823957598 -32.4108203422813,-63.2479827021861 -32.4108249293095,-63.2479839422901 -32.4108294016444,-63.247986078446 -32.41083362359,-63.2479890458402 -32.4108374670478,-63.2479927544387 -32.4108408154026,-63.2479970917183 -32.4108435670614,-63.2480019260808 -32.4108456385357,-63.2480071108461 -32.4108469669744,-63.2480124887022 -32.4108475120713,-63.2480178964786 -32.4108472572873,-63.248023170097 -32.410846210353,-63.2480281495495 -32.4108444030335,-63.2480326837537 -32.4108418901651,-63.2480366351365 -32.4108387479912,-63.2480398838084 -32.410835071849,-63.2480423312009 -32.410830973277,-63.248625239672 -32.4101722037124)))";"132";
"MULTIPOLYGON (((-63.2478225255707 -32.4110802561087,-63.2478251021324 -32.4110762394741,-63.2478268443307 -32.4110719120856,-63.247827702383 -32.4110673975976,-63.2478276517705 -32.4110628250107,-63.2478266939397 -32.4110583249858,-63.2478248562605 -32.4110540261102,-63.2478221912444 -32.4110500512234,-63.2478187750437 -32.4110465139071,-63.2478147052759 -32.4110435152393,-63.2478100982337 -32.4110411409063,-63.2478050855625 -32.4110394587543,-63.2477998104983 -32.4110385168504,-63.2477944237749 -32.4110383421092,-63.2477890793169 -32.411038939524,-63.2477839298409 -32.4110402920238,-63.2477791224922 -32.4110423609611,-63.2477747946399 -32.4110450872166,-63.2477710699514 -32.411048392888,-63.247768054859 -32.4110521835164,-63.2477658355185 -32.4110563507854,-63.2471731039077 -32.4117321827987,-63.2471696009125 -32.4117343612435,-63.2471665827063 -32.4117370108599,-63.2471641362452 -32.4117400553108,-63.2471623320133 -32.4117434068838,-63.2471612219915 -32.4117469690183,-63.2471608381604 -32.4117506390869,-63.2471611915785 -32.411754311353,-63.2471622720636 -32.4117578800164,-63.2471640484864 -32.4117612422617,-63.2471664696673 -32.4117643012207,-63.2471694658504 -32.4117669687629,-63.2471729507142 -32.4117691680348,-63.2471768238576 -32.4117708356742,-63.247180973693 -32.4117719236352,-63.2471852806612 -32.4117724005731,-63.2471896206757 -32.411772252747,-63.2471938686982 -32.4117714844159,-63.2471979023404 -32.4117701177159,-63.2472016053909 -32.4117681920223,-63.2472048711624 -32.4117657628157,-63.2472076055662 -32.4117629000828,-63.2472097298225 -32.4117596863009,-63.2472111827302 -32.4117562140607,-63.2478225255707 -32.4110802561087)))";"133";
"MULTIPOLYGON (((-63.2470056342128 -32.4119865115108,-63.2470066961337 -32.4119836043128,-63.2470071832491 -32.4119805889363,-63.2470070824415 -32.4119775465816,-63.2470063964258 -32.4119745591756,-63.2470051436754 -32.4119717071652,-63.2470033579254 -32.4119690673516,-63.2470010872639 -32.4119667108216,-63.2469983928369 -32.4119647010336,-63.246995347202 -32.4119630921086,-63.2469920323743 -32.4119619273731,-63.246988537618 -32.4119612381917,-63.2469849570423 -32.4119610431234,-63.2469813870677 -32.411961347421,-63.246977923829 -32.4119621428901,-63.2469746605869 -32.41196340811,-63.2469716852164 -32.4119651090096,-63.2462120834824 -32.412805017436,-63.2462102875841 -32.4128099132367,-63.2462095180531 -32.4128149988528,-63.2462097981316 -32.4128201206834,-63.2462111193606 -32.4128251240337,-63.2462134418353 -32.4128298577872,-63.2462166954098 -32.4128341789701,-63.2462207818165 -32.4128379570695,-63.2462255776335 -32.4128410779753,-63.2462309380124 -32.4128434474266,-63.2462367010535 -32.4128449938587,-63.2462426926953 -32.4128456705646,-63.2462487319718 -32.4128454571057,-63.2462546364783 -32.4128443599291,-63.2462602278807 -32.4128424121729,-63.2462653373016 -32.4128396726654,-63.2470056342128 -32.4119865115108)))";"134";
"MULTIPOLYGON (((-63.2460567877723 -32.4130898885956,-63.2460601936433 -32.413086000499,-63.2460627542577 -32.4130816708206,-63.2460643922341 -32.4130770304029,-63.2460650580731 -32.413072219479,-63.2460647316534 -32.4130673834345,-63.2460634228393 -32.4130626684143,-63.2460611711833 -32.4130582169058,-63.2460580447304 -32.4130541634332,-63.2460541379616 -32.4130506304918,-63.2460495689393 -32.4130477248469,-63.2460444757388 -32.4130455343067,-63.246039012276 -32.4130441250691,-63.2460333436562 -32.413043539721,-63.2460276411844 -32.4130437959516,-63.2460220771885 -32.4130448860176,-63.246016819812 -32.4130467769774,-63.246012027932 -32.4130494116865,-63.2460078463588 -32.4130527105241,-63.2460044014589 -32.4130565737998,-63.2460017973372 -32.4130608847658,-63.245389333713 -32.4137462074126,-63.2453862223985 -32.4137505272253,-63.245384034216 -32.4137552368795,-63.2453828345003 -32.4137601957544,-63.2453826590727 -32.4137652557876,-63.2453835131715 -32.4137702658963,-63.245385371295 -32.4137750764886,-63.2453881779634 -32.4137795439294,-63.2453918493751 -32.4137835348296,-63.2453962759091 -32.4137869300286,-63.2454013253976 -32.4137896281525,-63.2454068470727 -32.4137915486403,-63.2454126760678 -32.41379263415,-63.2454186383404 -32.4137928522704,-63.2454245558684 -32.4137921964889,-63.2454302519658 -32.4137906863858,-63.2454355565581 -32.4137883670498,-63.2454403112606 -32.413785307732,-63.2454443741069 -32.4137815997775,-63.2460567877723 -32.4130898885956)))";"135";
"MULTIPOLYGON (((-63.2452253572675 -32.4140260000182,-63.2452274578242 -32.4140207711696,-63.2452285090585 -32.4140153195165,-63.2452284819678 -32.4140097954652,-63.2452273772999 -32.4140043514195,-63.2452252255317 -32.4139991375758,-63.2452220860287 -32.4139942977795,-63.2452180454072 -32.4139899655561,-63.2452132151444 -32.4139862604279,-63.2452077285031 -32.4139832846159,-63.2452017368547 -32.4139811202202,-63.2451954055035 -32.4139798269545,-63.2451889091256 -32.4139794404988,-63.2451824269503 -32.4139799715151,-63.2451761378149 -32.413981405353,-63.2451702152309 -32.4139837024544,-63.2451648225972 -32.4139867994443,-63.2451601086916 -32.4139906108795,-63.2451562035667 -32.4139950316059,-63.2451532149615 -32.4139999396598,-63.2445920831375 -32.4146356691365,-63.2445882768904 -32.4146388657762,-63.2445851711483 -32.4146425674435,-63.2445828574059 -32.4146466650877,-63.2445814038258 -32.4146510379931,-63.2445808532303 -32.4146555573344,-63.2445812218401 -32.4146600899726,-63.2445824987961 -32.4146645023769,-63.2445846464794 -32.4146686645583,-63.2445876016199 -32.4146724538996,-63.2445912771594 -32.4146757587674,-63.2445955648171 -32.4146784818007,-63.2446003382794 -32.4146805427792,-63.2446054569205 -32.4146818809868,-63.244610769946 -32.414682457,-63.2446161208349 -32.4146822538497,-63.2446213519505 -32.4146812775205,-63.2446263091848 -32.4146795567751,-63.2446308464985 -32.4146771423063,-63.2446348302228 -32.4146741052441,-63.2446381429978 -32.4146705350599,-63.2446406872297 -32.414666536931,-63.2452253572675 -32.4140260000182)))";"136";
"MULTIPOLYGON (((-63.2441592259618 -32.4102969012162,-63.2441678528439 -32.4102759264999,-63.2441726115204 -32.4102540816435,-63.2441733908662 -32.4102318767829,-63.2441701726843 -32.410209830461,-63.2441630321308 -32.4101884575178,-63.2441521359589 -32.410168257068,-63.2441377386254 -32.4101497008449,-63.2441201763475 -32.4101332221846,-63.2434498253374 -32.4097076659191,-63.2434119114666 -32.409700289744,-63.2433730764517 -32.4096984097329,-63.2433344195072 -32.409702079099,-63.2432970348075 -32.4097111939819,-63.2432619805172 -32.4097254963874,-63.2426487009602 -32.4104253638017,-63.2426372249313 -32.4104488560725,-63.2426303636855 -32.4104736104699,-63.2426282967272 -32.4104989793819,-63.2426310781351 -32.4105242991194,-63.2426386351474 -32.4105489072792,-63.2426507700644 -32.4105721600733,-63.2426671654211 -32.4105934491722,-63.2433349496928 -32.411020105912,-63.2433605710344 -32.4110307544229,-63.2433879694663 -32.4110375065712,-63.2434163285875 -32.4110401611609,-63.2434448033704 -32.411038639092,-63.2434725453412 -32.4110329857183,-63.2434987278623 -32.4110233694955,-63.243522570764 -32.4110100769617,-63.2435433635922 -32.4109935041993,-63.2441592259618 -32.4102969012162)))";"137";
"MULTIPOLYGON (((-63.2435235296968 -32.4143226430793,-63.2435150827186 -32.4143180247321,-63.2435058233353 -32.4143147112841,-63.2434960290229 -32.4143128020292,-63.243485993287 -32.414312354182,-63.2434760168683 -32.4143133811631,-63.2434663987296 -32.4143158521971,-63.2434574270975 -32.4143196932345,-63.2434493708246 -32.4143247891712,-63.2434424713333 -32.4143309872972,-63.2432132659568 -32.4145262974384,-63.2427589440121 -32.4150036983667,-63.2427496586963 -32.4150105045577,-63.2427417915568 -32.415018493712,-63.2427355492581 -32.4150274559599,-63.2427310957817 -32.4150371558694,-63.2427285481178 -32.4150473386306,-63.2427279731926 -32.4150577367492,-63.2427293861096 -32.4150680770735,-63.2427327497531 -32.41507808797,-63.242737975763 -32.4150875064589,-63.2427449268559 -32.4150960851227,-63.2427534204315 -32.4151035986052,-63.2435927062464 -32.4156399122879,-63.2436077448529 -32.4156450827162,-63.2436236024874 -32.4156480027108,-63.2436398148528 -32.4156485867771,-63.2436559072661 -32.4156468178142,-63.2436714085562 -32.4156427476156,-63.2436858648597 -32.415636495353,-63.24369885291 -32.4156282440868,-63.244318600776 -32.4149294509416,-63.2443268841643 -32.4149134534592,-63.2443318186286 -32.4148964896968,-63.2443332586484 -32.4148790599331,-63.2443311617581 -32.4148616781893,-63.2443255897991 -32.4148448570702,-63.2443167070958 -32.4148290926472,-63.2443047756091 -32.414814849828,-63.2435235296968 -32.4143226430793)))";"138";
"MULTIPOLYGON (((-63.2409219539309 -32.3948630953437,-63.2400298209281 -32.3942851469117,-63.2393486215744 -32.3950420582232,-63.2402505176192 -32.3956263365967,-63.2409219539309 -32.3948630953437)))";"139";
